protein,_pdbx_database_status.recvd_initial_deposition_date ,_entity_src_gen.pdbx_gene_src_scientific_name ,_entity_src_gen.pdbx_gene_src_ncbi_taxonomy_id ,_entity_src_gen.pdbx_host_org_scientific_name ,_entity_src_gen.pdbx_host_org_ncbi_taxonomy_id ,_exptl_crystal.density_Matthews ,_exptl_crystal.density_percent_sol ,_exptl_crystal_grow.pH ,_exptl_crystal_grow.temp ,_diffrn.ambient_temp ,_diffrn_detector.pdbx_collection_date ,_diffrn_radiation_wavelength.wavelength ,_reflns.d_resolution_high ,_reflns.d_resolution_low ,_reflns.pdbx_redundancy ,_refine.ls_d_res_high ,_refine.ls_d_res_low ,_refine.ls_R_factor_obs ,_refine.ls_R_factor_R_free ,_refine.ls_R_factor_R_work ,_refine.pdbx_ls_cross_valid_method ,_refine.pdbx_method_to_determine_struct ,_refine.pdbx_solvent_vdw_probe_radii ,_refine.pdbx_solvent_shrinkage_radii ,_refine_hist.d_res_high ,_refine_hist.d_res_low ,_refine_hist.pdbx_number_atoms_protein ,_refine_hist.pdbx_number_atoms_ligand ,_refine_hist.number_atoms_solvent 
2vfo,2007-11-05,'BACTERIOPHAGE P22',10754,'ESCHERICHIA COLI',562,2.42,49.2,10.0,,100,2006-10-29,0.92018,1.59,50.00,9.3,1.50,30.00,0.123,0.144,0.122,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.50,30.00,4207,48,796
2xv6,2010-10-22,,,,,2.09,45.973,,,100,2008-11-01,0.99,1.69,47.63,3.2,1.89,37.34,0.1759,0.1952,0.1748,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.89,37.34,2842,0,333
4bb9,2012-09-21,'HOMO SAPIENS',9606,'TRICHOPLUSIA NI',7111,2.16,43.11,,,100,,0.960,1.47,72.00,3.5,1.47,21.52,0.1609,0.1774,0.1600,THROUGHOUT,SIRAS,,,1.47,21.52,4606,17,700
1j97,2001-05-24,'METHANOCALDOCOCCUS JANNASCHII',2190,'ESCHERICHIA COLI',562,2.32,47.04,7.5,298,100,2000-05-31,0.9686,1.5,20,4.3,1.5,15,0.189,0.209,0.189,,'MOLECULAR REPLACEMENT',,,1.5,15,3295,12,402
2vcl,2007-09-25,'PROCHLOROCOCCUS PHAGE P-SSM2',268746,'ESCHERICHIA COLI',469008,2.7,54,8.5,,100,2007-06-30,0.9826,1.55,38.00,26.3,1.55,38.52,0.174,0.194,0.173,THROUGHOUT,SAD,1.20,0.80,1.55,38.52,1703,18,225
2ov0,2007-02-12,'PARACOCCUS DENITRIFICANS',266,'ESCHERICHIA COLI',562,1.87,34.31,5.5,293,100,1999-03-07,0.65260,0.750,20.000,,0.75,20.00,0.1251,0.1418,0.1251,'FREE R','AB INITIO',,,0.75,20.00,830,7,216
4wy4,2014-11-15,,,,,2.47,50.28,8.5,295,100,2013-11-15,0.9792,1.400,51.97,6.6,1.4000,51.9670,0.1383,0.1768,0.1363,'FREE R-VALUE',,1.1100,0.9000,1.4000,51.9670,2121,0,299
3fso,2009-01-11,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.03,39.51,8.3,298,100,2007-08-05,1.5418,1.40,22,12.7,1.405,21.858,0.1835,0.2115,0.1820,THROUGHOUT,'FOURIER SYNTHESIS',1.11,0.90,1.405,21.858,3803,0,308
2xod,2010-08-14,'BACILLUS ANTHRACIS',1392,'ESCHERICHIA COLI BL21(DE3)',469008,2.05,40.0,6.5,,100,2008-09-24,0.73,0.96,25.0,4.3,0.96,25.0,0.1241,0.151,,'FREE R','MOLECULAR REPLACEMENT',,,0.96,25.0,936,37,191
6etz,2017-10-27,'ARTHROBACTER SP. 32CB',1492190,'ESCHERICHIA COLI',562,3.24,61.99,8.0,291,100,2016-09-24,0.987,1.800,46.730,9.980,1.8000,46.7300,0.1618,0.1975,0.1611,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.5000,1.8000,46.7300,7610,24,1182
5ay6,2015-08-10,'CAULOBACTER CRESCENTUS CB15',190650,'ESCHERICHIA COLI',562,2.78,55.69,9.0,293,100,2012-10-11,,1.839,19.785,3.7,1.839,19.785,0.1785,0.2216,0.1763,'FREE R-VALUE',SAD,1.11,0.90,1.839,19.785,4402,0,1114
5xvt,2017-06-28,'SCHEFFERSOMYCES STIPITIS CBS 6054',322104,'ESCHERICHIA COLI',562,3.10,60.30,,293,100,2016-06-06,0.7,0.85,30,5,0.850,27.676,0.1328,0.1385,0.1325,'FREE R-VALUE',,1.11,0.90,0.850,27.676,5130,77,896
1wma,2004-07-06,'HOMO SAPIENS',9606,'ESCHERICHIA COLI BL21(DE3)',469008,2.06,40.3,6.0,,110,2004-06-14,1.11587,1.24,10.0,,1.24,10.00,,0.1672,,THROUGHOUT,'AB INITIO',,,1.24,10.00,2312,173,365
2ckk,2006-04-20,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.3,45,6.30,,298.0,2004-08-27,1.130,1.810,99.000,7.000,1.45,32.62,0.139,0.175,0.137,THROUGHOUT,SIRAS,1.40,0.80,1.45,32.62,949,16,211
2pos,2007-04-27,,,,,2.03,39.54,8.5,298,100,2007-03-03,0.931,1.6,33.,2.0,1.600,21.060,0.152,0.187,0.150,THROUGHOUT,'MOLECULAR REPLACEMENT',1.400,0.800,1.600,21.060,2930,37,734
3h09,2009-04-08,,,,,2.87,57.09,5.0,277,100,2008-05-12,0.86,1.750,50.000,7.400,1.750,33.180,0.162,0.190,0.161,THROUGHOUT,'MOLECULAR REPLACEMENT',1.200,0.800,1.750,33.180,14904,55,1812
4nyh,2013-12-10,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.25,45.22,5.5,290,,,,1.20,15,,1.20,6.00,0.13897,0.16992,0.13732,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.20,6.00,4462,18,831
4jp6,2013-03-19,,,,,2.05,39.90,5.0,298.0,100,2012-03-28,0.80,0.9,50,6.05,1.00,36.75,0.15350,0.18066,0.15207,THROUGHOUT,SAD,1.20,0.80,1.00,36.75,962,0,155
4he6,2012-10-03,'GEOBACILLUS THERMOLEOVORANS',1111068,'ESCHERICHIA COLI',469008,1.63,24.36,4.6,293,100,2011-12-02,0.9724,1.10,32.8,,1.10,32,0.123,0.163,0.123,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.10,32,735,5,104
2vov,2008-02-22,,,,,2.20,43.68,7.5,,100,,0.87220,1.35,28.30,5.2,1.35,28.30,0.194,0.211,0.193,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.35,28.30,2234,2,390
3zbd,2012-11-08,'PORCINE TRANSMISSIBLE GASTROENTERITIS CORONAVIRUS',11151,'ESCHERICHIA COLI',511693,2.08,40,,,,,,1.50,27.40,4,1.49,26.05,0.1763,0.2089,0.1747,THROUGHOUT,SIRAS,,,1.49,26.05,1718,0,207
4ibn,2012-12-09,'UNCULTURED ORGANISM',155900,'ESCHERICHIA COLI',562,1.71,28.05,8.5,277,100,2012-06-09,0.9,1.620,50.000,13.7,1.6200,49.0400,0.1790,0.2152,0.1771,THROUGHOUT,'MOLECULAR REPLACEMENT',1.4000,0.8000,1.6200,49.0400,1613,0,143
2yas,1999-03-11,'HEVEA BRASILIENSIS',3981,'PICHIA PASTORIS',4922,2.75,49.,7.5,,105,1998-10-01,0.9076,1.72,14.0,3.8,1.72,14.00,0.1501,0.1914,,'FREE R',OTHER,,,1.72,14.00,2057,23,334
3hx3,2009-06-19,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.19,43.81,7.5,298,100,2008-09-22,0.97930,1.69,45.577,5.6,1.69,45.577,0.169,0.184,0.167,,SAD,1.110,0.900,1.69,45.577,2047,21,383
1vem,2004-04-03,'BACILLUS CEREUS',1396,'ESCHERICHIA COLI',562,3.0,58.1,6.5,291,298,2002-09-02,1.5418,1.7,27.9,,1.85,14.93,0.176,0.205,0.176,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.85,14.93,4160,93,283
4l0j,2013-05-31,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI',562,2.67,53.87,6.5,290,100,,0.8726,1.85,48.82,,1.85,48.82,0.18070,0.22789,0.17819,THROUGHOUT,SAD,1.20,0.80,1.85,48.82,1661,9,107
3zbg,2012-11-09,'LEISHMANIA MEXICANA',5665,'ESCHERICHIA COLI',469008,3.05,59.6,6.5,,100,2011-09-19,0.9760,1.85,31.74,10.7,1.85,105.87,0.16363,0.19557,0.16195,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.85,105.87,6466,88,569
1k30,2001-10-01,'CUCURBITA MOSCHATA',3662,'ESCHERICHIA COLI BL21(DE3)',469008,2.50,43.8,5.6,290,100,1999-06-09,1.54182,1.9,17.0,3.3,1.9,17,0.1880000,0.2240000,0.1860000,THROUGHOUT,MIR,,,1.9,17,2821,0,473
3oxh,2010-09-21,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI',562,2.03,39.46,6.75,291,,2005-02-09,,1.750,20.000,7.000,1.75,20.00,0.178,0.212,0.176,THROUGHOUT,MAD,1.20,0.80,1.75,20.00,1850,23,271
5oxo,2017-09-07,'STREPTOCOCCUS THERMOPHILUS (STRAIN ATCC BAA-250 / LMG 18311)',264199,'ESCHERICHIA COLI BL21(DE3)',469008,2.90,57.66,,292.15,100,2016-09-03,1.0332,1.95,49.36,13.2,1.950,49.36,0.1813,0.1970,0.1805,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.950,49.36,3526,477,177
4d70,2014-11-19,'CLOSTRIDIUM PERFRINGENS',1502,'ESCHERICHIA COLI',469008,2.41,48.9,5.5,,100,2013-06-28,0.91910,1.99,47.20,7.5,1.99,67.90,0.17769,0.21335,0.17569,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.99,67.90,2526,0,95
2xf3,2010-05-20,'STREPTOMYCES CLAVULIGERUS',1901,'ESCHERICHIA COLI',469008,2.5,51,8,,100,2005-07-08,0.9755,1.55,35.00,5.5,1.55,81.65,0.18804,0.20968,0.18687,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.55,81.65,6549,56,1139
3g68,2009-02-06,'CLOSTRIDIUM DIFFICILE',272563,'ESCHERICHIA COLI',562,2.12,42.08,5.0,277,100,2008-10-12,,1.80,28.989,3.200,1.800,28.989,0.161,0.194,0.159,THROUGHOUT,MAD,1.200,0.800,1.800,28.989,5427,50,618
5kax,2016-06-02,'CHLOROBIUM TEPIDUM (STRAIN ATCC 49652 / DSM 12025 / NBRC 103806 / TLS)',194439,'ESCHERICHIA COLI',562,3.02,59.29,8.5,293,100,2011-06-22,1.54,2,47.52,4.4,2.000,47.515,0.1462,0.1793,0.1412,'FREE R-VALUE',,1.11,0.90,2.000,47.515,2376,96,218
2w86,2009-01-09,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',511693,1.99,38.2,7.5,,100,2008-04-13,1.040,1.70,29.79,13.3,1.800,41.750,0.1872,0.2212,0.1851,,SAD,1.11,0.90,1.800,41.750,1066,5,148
3lmz,2010-02-01,'PARABACTEROIDES DISTASONIS',435591,'ESCHERICHIA COLI',562,2.60,52.77,5.57,277,100,2009-11-06,,1.44,28.355,,1.440,28.355,0.151,0.185,0.149,THROUGHOUT,MAD,1.200,0.800,1.440,28.355,2003,30,410
1c7k,2000-02-19,,,,,1,37.48,7.0,277,277,1997-12-18,0.7107,0.92,55.0,,1.00,55.00,0.148,0.178,,'FREE R','AB INITIO',,,1.00,55.00,1015,2,116
3tmu,2011-08-31,,,,,1.90,35.38,,,295,,1.241,1.9,56.60,,1.90,35.80,0.15352,0.19489,0.15138,THROUGHOUT,'FOURIER SYNTHESIS',1.40,0.80,1.90,35.80,1001,9,110
5kp7,2016-07-02,,,,,2.78,55.78,6.5,293,100,2014-11-06,1.033,1.60,87.57,19.8,1.6000,87.5700,0.1518,0.1668,0.1511,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.6000,87.5700,3813,31,341
2xvs,2010-10-31,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.05,40,8.5,,100,2008-11-06,0.99988,1.80,33.30,3.5,1.80,78.77,0.17550,0.23638,0.17242,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.80,78.77,1237,8,116
3iuk,2009-08-31,'ARTHROBACTER AURESCENS',290340,'ESCHERICHIA COLI BL21(DE3)',469008,2.35,47.76,7.5,291,100,2009-06-03,,1.85,40,3.4,1.85,40.00,0.16633,0.21994,0.16347,THROUGHOUT,MAD,1.20,0.80,1.85,40.00,8548,9,1525
5edl,2015-10-21,'BACILLUS SUBTILIS',1423,'ESCHERICHIA COLI',562,2.93,58.05,,291,100,2015-06-15,0.978,1.95,49.21,7,1.9500,44.5790,0.1965,0.2175,0.1954,'FREE R-VALUE',SAD,1.1100,0.9000,1.9500,44.5790,1476,91,74
3c4s,2008-01-30,'SYNECHOCYSTIS SP.',1148,'ESCHERICHIA COLI',562,2.44,49.63,6.5,291,100,2008-01-25,0.97900,1.7,50,3.9,1.70,24.89,0.186,0.194,0.186,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.70,24.89,894,0,149
4qy7,2014-07-23,'BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168',224308,'ESCHERICHIA COLI',562,1.99,38.15,6.0,277,100,2014-06-11,,1.55,27.746,,1.5500,27.746,0.1918,0.2232,0.1903,THROUGHOUT,MAD,,,1.5500,27.746,730,7,89
4u99,2014-08-05,'SHEWANELLA ONEIDENSIS',211586,'ESCHERICHIA COLI',562,4.55,72.97,7.3,298,100,2014-01-09,1.000,2.000,47.882,7.600,2.00,47.88,0.173,0.191,0.172,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,2.00,47.88,2951,89,212
2ons,2007-01-24,'ARCHAEOGLOBUS FULGIDUS DSM 4304',224325,'ESCHERICHIA COLI',562,2.33,47.27,,,,,.,1.550,19.790,,1.55,19.79,0.186,0.201,0.186,,SAD,,,1.55,19.79,2548,18,278
3rpp,2011-04-27,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.85,56.89,7.0,277,,2009-07-12,.,1.800,50.000,6.200,1.8000,29.2360,0.1545,0.1946,0.1524,,'MOLECULAR REPLACEMENT',0.9000,0.6100,1.8000,29.2360,5159,0,752
4es1,2012-04-21,'BACILLUS HALODURANS',272558,'ESCHERICHIA COLI',511693,1.90,35.41,6.0,294,100,2010-10-29,0.9770,1.1,10,,1.10,10.00,0.15807,0.16435,0.15774,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.10,10.00,749,0,115
2oa2,2006-12-14,'BACILLUS HALODURANS',86665,'ESCHERICHIA COLI',562,2.06,40.20,6.0,277,100,2006-11-19,,1.410,48.507,,1.410,48.507,0.166,0.189,0.165,THROUGHOUT,MAD,1.200,0.800,1.410,48.507,1052,0,143
1r9l,2003-10-30,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI',562,1.89,33.36,6.3,291,100,1999-08-11,0.8439,1.57,15,,1.59,12.26,,0.186,0.15,,MIR,,,1.59,12.26,2389,9,429
4b46,2012-07-27,'HALOFERAX VOLCANII',2246,'ESCHERICHIA COLI',469008,2.01,38.79,4,,100,2011-09-02,0.900000,1.90,48.65,4.2,1.900,48.654,0.1753,0.2071,0.1736,,'MOLECULAR REPLACEMENT',1.11,0.90,1.900,48.654,2460,28,197
2xmj,2010-07-28,'SYNECHOCYSTIS SP. PCC 6803',1148,'ESCHERICHIA COLI',469008,2.7,54,6.5,,100,,0.933,1.08,13.81,6.4,1.08,10.00,,0.1488,,'FREE R','AB INITIO PHASING',,,1.08,10.00,898,7,251
4kq7,2013-05-14,'BACTEROIDES UNIFORMIS',411479,'ESCHERICHIA COLI',,2.32,46.93,4.2,277,100,2013-01-24,0.97858,1.62,47.350,,1.6200,47.350,0.1385,0.1567,0.1376,THROUGHOUT,SAD,,,1.6200,47.350,6020,96,878
1zru,2005-05-22,'LACTOCOCCUS LACTIS PHAGE P2',100641,'ESCHERICHIA COLI K12',83333,3.05,60,6.5,293,100,2005-02-20,0.9794,1.73,40.56,2.5,1.73,40.56,0.17547,0.19689,0.17527,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,.80,1.73,40.56,5780,36,1144
4g75,2012-07-20,'PSEUDOMONAS AERUGINOSA',287,'ESCHERICHIA COLI',562,2.29,46.33,8.5,293,100,2010-07-17,0.97918,1.7,41,2,1.700,40.959,0.1810,0.2144,0.1792,,MAD,1.11,0.90,1.700,40.959,2296,49,433
3w5s,2013-02-06,RHIZOBIUM,267998,'ESCHERICHIA COLI',562,2.06,40.19,7.5,293.0,,,,1.49,50.0,,1.49,29.74,0.15500,0.17985,0.15368,THROUGHOUT,MAD,1.40,0.80,1.49,29.74,5042,55,683
5xts,2017-06-20,'HOMO SAPIENS',9606,'TRICHOPLUSIA NI',7111,2.68,54.13,7.0,291.15,80,2016-03-09,0.987,2.00,38.86,12.8,2.000,38.86,0.1669,0.2007,0.1655,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,2.000,38.86,3700,1,557
4pz5,2014-03-28,'HOMO SAPIENS',9606,'PICHIA PASTORIS',4922,2.87,57.14,6.9,291,100,2007-02-23,1.0039,1.96,48.49,7.2,1.96,48.49,0.1630,0.1990,0.1612,,'MOLECULAR REPLACEMENT',1.11,0.90,1.96,48.49,820,0,129
5ur4,2017-02-09,'ARABIDOPSIS THALIANA',3702,'ESCHERICHIA COLI',562,2.41,48.98,7.0,302,100,2010-08-20,0.91998,1.52,50,22.9,1.520,29.371,0.1668,0.1869,0.1655,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.520,29.371,1387,52,180
2qnk,2007-07-18,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.6,52.2,,277,100,2007-07-06,,1.600,37.40,13.700,1.60,30.920,0.158,0.176,0.157,THROUGHOUT,MAD,1.400,0.800,1.60,30.920,2291,6,413
4u9b,2014-08-05,'SHEWANELLA ONEIDENSIS',211586,'ESCHERICHIA COLI',562,2.36,47.84,,293,100,2012-07-07,1.11,1.65,33.818,3.9,1.650,33.818,0.1693,0.2027,0.1675,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.00,0.60,1.650,33.818,1430,57,121
5jff,2016-04-19,,,,,3.1,60.5,8.0,293.15,100,2012-11-23,0.9999,2.000,91.00,10.2,2.0000,90.6600,0.1634,0.1941,0.1621,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,2.0000,90.6600,4016,14,455
2ymq,2012-10-10,RHODOBACTERACEAE,31989,'ESCHERICHIA COLI',469008,2.2,45,,,100,,0.98,1.72,41.26,10.5,1.72,41.26,0.16433,0.19692,0.16261,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.72,41.26,3468,0,486
1g5a,2000-10-31,'NEISSERIA POLYSACCHAREA',489,'ESCHERICHIA COLI',562,2.39,48.48,7.0,294,,,,1.4,30,5,1.40,19.35,0.1890000,0.2040000,0.1890000,THROUGHOUT,MAD,,,1.40,19.35,5127,24,751
5j4l,2016-04-01,'PYROCOCCUS FURIOSUS (STRAIN ATCC 43587 / DSM 3638 / JCM 8422 / VC1)',186497,'ESCHERICHIA COLI BL21(DE3)',469008,2.14,42.49,6.5,292,100,2011-07-30,0.9173,1.13,30.0,3.06,1.130,26.764,0.1245,0.1447,0.1234,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.130,26.764,1756,1,298
4myd,2013-09-27,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',562,2.42,49.07,6.9,293,100,2012-10-15,0.97,1.37,46.85,5.3,1.374,42.820,0.1297,0.1657,0.1277,,'MOLECULAR REPLACEMENT',1.11,0.90,1.374,42.820,5806,34,797
5ohq,2017-07-17,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.63,53.22,7.0,293,100,2016-06-03,0.999987357022,1.098,48.375,6.163,1.0980,48.3740,0.1233,0.1401,0.1224,'FREE R-VALUE',SAD,1.1100,0.9000,1.0980,48.3740,849,2,243
4pxe,2014-03-23,'ARABIDOPSIS THALIANA',3702,'ESCHERICHIA COLI',562,2.78,55.73,,,,,,1.449,50.000,8.700,1.4490,46.6750,0.1616,0.1759,0.1615,,MAD,1.1000,0.8600,1.4490,46.6750,6404,14,1297
2x49,2010-01-28,'SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHIMURIUM',99287,'ESCHERICHIA COLI',469008,1.94,36.5,5.5,,100,2008-12-05,0.9793,1.50,30.00,4.5,1.50,25.51,0.19346,0.22516,0.19180,THROUGHOUT,MAD,1.20,0.80,1.50,25.51,2679,12,292
5f2l,2015-12-02,'STREPTOCOCCUS PYOGENES SEROTYPE M1',301447,'ESCHERICHIA COLI',562,2.82,56.37,7.5,296.0,100,2011-04-18,0.9795,1.755,45.187,5.6,1.755,45.187,0.1629,0.1891,0.1625,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.755,45.187,10228,34,1403
1vmh,2004-09-24,'CLOSTRIDIUM ACETOBUTYLICUM',1488,'ESCHERICHIA COLI',562,1.87,33.86,9.0,277,100,2004-07-08,0.979755,1.310,23.13,5.9,1.31,23.13,0.15871,0.18503,0.1574,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.31,23.13,995,1,159
1knm,2001-12-19,'STREPTOMYCES LIVIDANS',1916,'ESCHERICHIA COLI',562,2.07,40.56,6.5,300,100,2000-03-19,1.0,1.2,1.24,,1.2,19.57,0.126,0.169,0.123,,'MOLECULAR REPLACEMENT',,,1.2,19.57,942,52,237
5a96,2015-07-17,'LYMANTRIA DISPAR CYPOVIRUS 14',165429,'SPODOPTERA FRUGIPERDA',7108,1.6,22,7.5,,100,,0.979,1.91,72.50,7.9,1.914,32.445,0.1369,0.1940,0.1325,,SIRAS,0.50,0.29,1.914,32.445,2022,32,155
3x34,2015-01-14,'SUS SCROFA',9823,'ESCHERICHIA COLI BL21',511693,1.86,33.87,7.5,293,100,2014-06-10,0.80,0.76,50.0,12.5,0.76,50.0,0.107,0.131,0.106,,'MOLECULAR REPLACEMENT',,,0.76,50.0,705,45,252
1mfm,1999-04-16,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.13,42,8.0,,100,1996-11-01,0.89,1.00,20.,4.5,1.02,20.0,0.118,,,,'MOLECULAR REPLACEMENT',,,1.02,20.0,1152,13,283
4nm9,2013-11-14,'GEOBACTER SULFURREDUCENS',243231,'ESCHERICHIA COLI',511693,2.81,56.18,6.5,298,100,2012-11-26,0.97910,1.898,49.052,4.6,1.898,49.052,0.1641,0.1924,0.1626,,'MOLECULAR REPLACEMENT',1.1100,0.9000,1.898,49.052,15103,194,1208
5ktn,2016-07-12,,70601,'ESCHERICHIA COLI BL21(DE3)',469008,1.85,33.42,,296,100,2013-04-06,0.97925,1.34,35.0,3.6,1.340,33.636,0.1243,0.1546,0.1227,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.340,33.636,2419,21,522
3wmt,2013-11-25,'ASPERGILLUS ORYZAE',510516,'KOMAGATAELLA PASTORIS',4922,2.19,43.79,7.0,293.0,100,2009-05-17,1.000,1.50,50.00,6.9,1.50,35.73,0.141935,0.16768,0.14058,THROUGHOUT,SAD,1.20,0.80,1.50,35.73,7688,114,1087
2yvt,2007-04-15,'AQUIFEX AEOLICUS',224324,'ESCHERICHIA COLI',562,2.31,46.75,4.5,293,100,2007-03-24,0.97893,1.6,50,10.0,1.60,19.27,0.17114,0.20189,0.16951,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.60,19.27,2103,0,333
4agk,2012-01-30,'AURA VIRUS',44158,'ESCHERICHIA COLI',469008,2,38.56,,,100,2010-11-25,1.5418,1.80,50.00,3.9,1.81,48.45,0.17898,0.23151,0.17645,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.81,48.45,1152,0,127
5tx4,2016-11-15,,,,,2.24,45.18,7.5,298,100,2016-04-02,0.9795,1.876,35.39,6.8,1.876,35.386,0.1950,0.2222,0.1935,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.876,35.386,1575,0,82
5thl,2016-09-29,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.53,51.35,,289,193,2011-04-01,0.97945,1.600,50.000,6.800,1.6000,31.9890,0.1858,0.1956,0.1853,NONE,'MOLECULAR REPLACEMENT',1.2000,0.9500,1.6000,31.9890,2643,0,387
3c8y,2008-02-14,,,,,2.48,50.48,4.6,298,100,1999-08-01,0.95364,1.39,46.9,5.1,1.390,10.000,,0.194,0.132,'FREE R','AB INITIO',,,1.390,10.000,4461,72,667
5grm,2016-08-11,'RATTUS NORVEGICUS',10116,'ESCHERICHIA COLI',562,2.37,48.03,,291,100,2013-11-09,1.1000,1.55,50.00,7.14,1.550,42.378,0.1815,0.1929,0.1809,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.550,42.378,3022,45,406
3vdj,2012-01-05,'PLASMODIUM FALCIPARUM',36329,'PICHIA PASTORIS',644223,2.06,40.32,4.0,295,93,2010-07-15,0.97949,1.698,50.0,4.9,1.698,47.774,0.1716,0.2002,0.1701,,'MOLECULAR REPLACEMENT',1.10,0.83,1.698,47.774,567,0,103
4kru,2013-05-17,'CLOSTRIDIUM PHAGE PHISM101',396359,'ESCHERICHIA COLI',562,1.95,36.96,4.2,293,100,2012-09-27,1.5418,1.37,30.96,6.15,1.37,30.96,0.172,0.193,0.172,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.37,30.96,1710,35,346
4m2k,2013-08-05,'STREPTOMYCES LAVENDULAE',58340,'ESCHERICHIA COLI',562,2.97,58.57,7.0,293,80,2012-10-23,1,1.99,30,,2.00,30.00,0.17161,0.19568,0.17035,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,2.00,30.00,2900,16,210
3t6r,2011-07-29,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.26,45.63,8.5,298,100,2011-07-17,1.2569,1.95,30,,1.95,24.50,0.19524,0.22881,0.19355,THROUGHOUT,SAD,1.40,0.80,1.95,24.50,1123,9,47
2bkx,2005-02-21,'BACILLUS SUBTILIS',1423,'ESCHERICHIA COLI',469008,1.66,25.41,,,120.0,,0.934,1.400,30.000,3.600,1.40,70.71,0.122,0.165,0.119,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.40,70.71,3796,32,730
4yjw,2015-03-03,'BACTEROIDES VULGATUS (STRAIN ATCC 8482 / DSM 1447 / NCTC 11154)',435590,'ESCHERICHIA COLI',562,2.16,43.03,9.0,277,100,2015-02-04,0.9792,1.80,28.652,6.17,1.8000,28.652,0.1743,0.1947,0.1732,THROUGHOUT,SAD,,,1.8000,28.652,1236,0,184
4qq0,2014-06-26,'CHLAMYDIA TRACHOMATIS',272561,'ESCHERICHIA COLI',562,,,6.5,295,100,2012-08-20,1.54,2.0,30.3,,2.0,30.3,0.19474,0.24477,0.19228,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,2.0,30.3,1571,10,81
2ykz,2011-05-30,'ACHROMOBACTER XYLOSOXIDANS',85698,'ESCHERICHIA COLI',469008,2.74,55.19,7.5,,100,2008-04-07,0.79,0.84,19.00,6,0.84,19.51,0.10615,0.11602,0.10574,THROUGHOUT,OTHER,1.20,0.80,0.84,19.51,952,53,374
